date_received,product,sub_product,issue,sub_issue,consumer_complaint_narrative,company_public_response,company,state,zipcode,tags,consumer_consent_provided,submitted_via,date_sent_to_company,company_response_to_consumer,timely_response,consumer_disputed?,complaint_id
8/30/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Frequent or repeated calls,,,"Franklin Collection Service, Inc.",TN,37115,,,Phone,9/3/2013,Closed with monetary relief,Yes,No,509972
9/10/2013,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,,,"Portfolio Recovery Associates, Inc.",DE,19713,,,Phone,9/10/2013,Closed with non-monetary relief,Yes,No,521601
9/10/2013,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,,,Synchrony Financial,DE,19713,,,Phone,9/10/2013,Closed with explanation,Yes,No,521602
9/10/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,TX,78724,,,Postal mail,9/10/2013,Closed with explanation,Yes,No,521605
9/10/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Citibank,PA,18036,,,Postal mail,9/10/2013,Closed with explanation,Yes,No,520972
9/10/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,Valley National Bank,NY,11385,,,Phone,9/11/2013,Closed with explanation,Yes,No,521606
9/24/2013,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,MD,20748,Older American,,Phone,9/25/2013,Closed with non-monetary relief,Yes,No,540620
8/30/2013,Credit reporting,,Credit reporting company's investigation,Inadequate help over the phone,,,Equifax,TX,76051,,,Web,8/30/2013,Closed with non-monetary relief,Yes,No,511322
9/17/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,CA,94044,,,Web,9/18/2013,Closed with explanation,Yes,Yes,531711
9/17/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,BBVA Compass,CO,80221,,,Referral,9/19/2013,Closed with explanation,Yes,No,531076
9/17/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,OR,97286,,,Postal mail,9/18/2013,Closed with explanation,Yes,Yes,531707
9/17/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Bank of America,CA,91761,,,Referral,9/18/2013,Closed with explanation,Yes,Yes,531085
9/10/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,HSBC North America Holdings Inc.,WA,98908,,,Web,9/10/2013,Closed with explanation,Yes,No,521611
9/10/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Contacted employer after asked not to,,,"Alliance Asset Management, Inc (Closed)",NJ,7083,,,Web,9/11/2013,Closed with explanation,No,No,521301
8/30/2013,Debt collection,Auto,Communication tactics,Threatened to take legal action,,,Encore Capital Group,CA,92392,,,Phone,9/3/2013,Closed with explanation,Yes,No,511325
8/30/2013,Debt collection,Auto,Communication tactics,Threatened to take legal action,,,HSBC North America Holdings Inc.,CA,92392,,,Phone,10/16/2013,Closed with explanation,Yes,No,511326
9/10/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,IN,46312,,,Postal mail,10/4/2013,Closed with explanation,Yes,No,521614
9/10/2013,Credit card,,Closing/Cancelling account,,,,Barclays PLC,DC,20001,,,Web,9/14/2013,Closed with explanation,Yes,No,521618
9/24/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,FL,33484,,,Fax,9/26/2013,Closed with explanation,Yes,Yes,539671
9/24/2013,Mortgage,Second mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,IL,60016,,,Postal mail,9/25/2013,Closed with explanation,Yes,No,540603
9/24/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Webster Bank,NM,87120,,,Web,9/26/2013,Closed with explanation,Yes,No,540640
9/24/2013,Credit card,,Other,,,,Citibank,TX,77079,,,Web,9/24/2013,Closed with monetary relief,Yes,No,540589
9/10/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,MI,48236,,,Referral,9/10/2013,Closed with explanation,Yes,No,521620
9/10/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,"Account Discovery Systems, LLC",FL,33178,,,Web,9/14/2013,Closed with explanation,Yes,No,521623
8/30/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,CA,90005,,,Postal mail,1/6/2014,Closed with explanation,Yes,Yes,511642
8/30/2013,Credit reporting,,Incorrect information on credit report,Account status,,,"TransUnion Intermediate Holdings, Inc.",CA,94506,,,Web,8/30/2013,Closed with explanation,Yes,No,511291
9/17/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,PA,15106,,,Referral,9/18/2013,Closed with explanation,Yes,Yes,530843
9/17/2013,Credit card,,Delinquent account,,,,Amex,UT,84761,,,Web,9/18/2013,Closed with explanation,Yes,No,531704
8/30/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,"Stoneleigh Recovery Associates, LLC",MI,48215,,,Postal mail,10/2/2013,Closed with non-monetary relief,Yes,No,511335
9/10/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,Ad Astra Recovery Services Inc,TX,75002,,,Postal mail,9/10/2013,Closed with explanation,Yes,No,521631
9/24/2013,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,Wells Fargo & Company,FL,32548,Servicemember,,Web,9/26/2013,Closed with monetary relief,Yes,No,540622
9/24/2013,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,,,Encore Capital Group,IN,47177,,,Postal mail,9/26/2013,Closed with explanation,Yes,No,540652
9/24/2013,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,,,JPMorgan Chase & Co.,IN,47177,,,Postal mail,9/26/2013,Closed with explanation,Yes,No,540653
9/17/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",NY,13440,,,Web,9/18/2013,Closed with explanation,Yes,No,530848
8/30/2013,Mortgage,Second mortgage,"Loan modification,collection,foreclosure",,,,HSBC North America Holdings Inc.,AL,36067,,,Postal mail,9/3/2013,Closed with explanation,Yes,No,511334
8/30/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,TX,76135,,,Postal mail,10/2/2013,Closed with explanation,Yes,No,511243
9/10/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",PA,18042,,,Web,9/10/2013,Closed with monetary relief,Yes,No,521641
9/10/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Flagstar Bank,FL,34990,,,Referral,9/10/2013,Closed with explanation,Yes,No,521647
9/24/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,JPMorgan Chase & Co.,CA,92879,,,Web,9/26/2013,Closed with monetary relief,Yes,No,540827
9/24/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Quantum Servicing Company,NC,27104,Servicemember,,Phone,10/3/2013,Closed with explanation,Yes,Yes,540657
9/17/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,FL,33136,,,Web,9/18/2013,Closed with explanation,Yes,Yes,530092
9/17/2013,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,,,"Unique Management Services, Inc",CA,90631,,,Web,9/17/2013,Closed with explanation,Yes,No,533216
9/17/2013,Debt collection,I do not know,False statements or representation,Impersonated an attorney or official,,,"Oxford Law, LLC",PA,19382,,,Web,9/18/2013,Closed with non-monetary relief,Yes,No,530853
8/30/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Standard Mortgage Corporation,LA,70072,,,Fax,9/3/2013,Closed with explanation,Yes,No,511344
8/30/2013,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,,,Bank of America,HI,96813,,,Web,8/30/2013,Closed with explanation,Yes,No,510083
9/10/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,SC,29651,,,Phone,9/10/2013,Closed with explanation,Yes,No,521654
9/10/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,AES/PHEAA,NJ,7461,,,Phone,10/7/2013,Closed with explanation,Yes,No,521651
9/10/2013,Money transfers,International money transfer,Money was not available when promised,,,,TD Bank US Holding Company,,,,,Web,9/10/2013,Closed with explanation,Yes,Yes,521653
9/17/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,Streamline Recovery Inc,AR,72076,Servicemember,,Phone,10/28/2013,Closed with explanation,Yes,No,530856
9/17/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"TransUnion Intermediate Holdings, Inc.",FL,33136,,,Web,9/17/2013,Closed with explanation,Yes,No,530093
8/30/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,TX,76135,,,Postal mail,10/2/2013,Closed with non-monetary relief,Yes,No,511244
8/30/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",PA,19438,,,Web,9/4/2013,Closed with non-monetary relief,Yes,No,511348
9/10/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,"Allied Fidelity Services, LLC",FL,33178,,,Web,10/28/2013,Closed with monetary relief,Yes,No,521625
9/17/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,Threatened arrest/jail if do not pay,,,"EZCORP, Inc.",TX,77084,Servicemember,,Web,10/2/2013,Closed,Yes,No,530590
8/30/2013,Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,,,JPMorgan Chase & Co.,TX,76051,,,Web,8/30/2013,Closed with explanation,Yes,No,511323
8/30/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Deutsche Bank,CA,90005,,,Postal mail,10/21/2013,Closed with explanation,No,No,511643
8/30/2013,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,,,U.S. Bancorp,HI,96813,,,Web,8/30/2013,Closed with explanation,Yes,Yes,510084
9/10/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,"SunTrust Banks, Inc.",MD,20850,,,Web,9/10/2013,Closed with explanation,Yes,Yes,521336
9/10/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Santander Bank US,MA,2116,,,Web,9/10/2013,Closed,Yes,No,521664
9/10/2013,Credit card,,Billing disputes,,,,Discover,PA,17100,,,Postal mail,9/10/2013,Closed with monetary relief,Yes,No,521665
9/24/2013,Money transfers,International money transfer,Incorrect/missing disclosures or info,,,,The Western Union Company,FL,32118,,,Phone,9/25/2013,Closed with explanation,Yes,No,540670
9/24/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,Equifax,NY,10580,,,Postal mail,10/22/2013,Closed with explanation,Yes,No,540672
9/24/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not disclosed as an attempt to collect,,,ERC,FL,33132,,,Phone,9/26/2013,Closed with non-monetary relief,Yes,No,540673
9/17/2013,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,,,Bank of America,VA,23146,,,Web,9/18/2013,Closed with explanation,Yes,Yes,530865
9/17/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,MI,48382,,,Fax,9/18/2013,Closed with explanation,Yes,Yes,530099
8/30/2013,Credit reporting,,Incorrect information on credit report,Account status,,,"TransUnion Intermediate Holdings, Inc.",TX,76135,,,Postal mail,10/2/2013,Closed with explanation,Yes,Yes,511245
8/30/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Bank of America,CA,90005,,,Postal mail,9/18/2013,Closed with explanation,Yes,No,511644
9/17/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,NJ,7092,,,Postal mail,10/21/2013,Closed with non-monetary relief,Yes,No,530874
9/24/2013,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,,,Revenue Recovery Corporation,TN,37865,,,Postal mail,9/25/2013,Closed with explanation,Yes,No,540675
9/10/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",SC,29082,,,Web,9/11/2013,Closed with explanation,Yes,Yes,521668
9/10/2013,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,Nationstar Mortgage,NJ,8820,Older American,,Web,9/10/2013,Closed with explanation,Yes,No,521672
9/17/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,MS,39215,,,Web,9/18/2013,Closed with explanation,Yes,Yes,531700
8/30/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,"Select Portfolio Servicing, Inc",CA,90005,,,Postal mail,9/3/2013,Closed with explanation,Yes,No,511645
9/10/2013,Credit card,,Billing statement,,,,Bank of America,NE,68114,,,Web,9/14/2013,Closed with explanation,Yes,No,521675
9/10/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,FL,33176,,,Web,9/11/2013,Closed with explanation,Yes,No,521680
9/24/2013,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,,,Experian,VA,23060,,,Web,9/24/2013,Closed with explanation,Yes,No,540898
9/24/2013,Credit card,,Billing disputes,,,,Citibank,MI,48128,,,Web,9/25/2013,Closed with monetary relief,Yes,No,540671
9/24/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,JPMorgan Chase & Co.,TX,77459,,,Web,9/25/2013,Closed with monetary relief,Yes,No,540683
8/30/2013,Mortgage,Other mortgage,Settlement process and costs,,,,Nationstar Mortgage,WA,98233,,,Referral,9/3/2013,Closed with explanation,Yes,No,511359
8/30/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,PNC Bank N.A.,CO,81602,,,Web,9/4/2013,Closed with explanation,Yes,No,511338
9/10/2013,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,,,Genesis Lending,OH,43613,,,Web,9/11/2013,Closed with explanation,Yes,No,521684
9/17/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,Threatened arrest/jail if do not pay,,,"Dynamic Recovery Solutions, LLC",TX,77084,Servicemember,,Web,9/17/2013,Closed with explanation,Yes,No,531851
9/24/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,NC,28217,,,Web,9/24/2013,Closed with non-monetary relief,Yes,No,540687
9/24/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,Threatened arrest/jail if do not pay,,,"Advance America, Cash Advance Centers, Inc.",CA,95901,,,Web,9/25/2013,Closed with explanation,Yes,No,540689
8/30/2013,Debt collection,Credit card,False statements or representation,Attempted to collect wrong amount,,,TD Bank US Holding Company,CA,91604,Older American,,Phone,9/3/2013,Closed with explanation,Yes,Yes,511366
8/30/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,AES/PHEAA,GA,30097,,,Postal mail,9/4/2013,Closed with explanation,Yes,Yes,511653
8/30/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,Allied Interstate LLC,CA,92105,,,Phone,9/4/2013,Closed with non-monetary relief,Yes,No,511368
9/24/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,NY,10024,,,Web,9/25/2013,Closed with non-monetary relief,Yes,No,540867
8/30/2013,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,,,HSBC North America Holdings Inc.,NY,10037,,,Postal mail,9/3/2013,Closed,Yes,Yes,511374
9/10/2013,Consumer Loan,Vehicle lease,Problems when you are unable to pay,,,,JPMorgan Chase & Co.,MD,21244,Servicemember,,Web,9/10/2013,Closed with explanation,Yes,No,521695
9/24/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,FL,33782,,,Web,9/25/2013,Closed with explanation,Yes,No,540695
9/24/2013,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,,,"McCarthy, Burgess & Wolff, Inc.",AZ,85281,,,Postal mail,9/25/2013,Closed with explanation,Yes,No,541169
8/30/2013,Debt collection,Credit card,Improper contact or sharing of info,Talked to a third party about my debt,,,Discover,CA,94560,,,Phone,9/4/2013,Closed with explanation,Yes,No,511376
8/30/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Threatened to take legal action,,,Ditech Financial LLC,AL,36541,Servicemember,,Web,11/7/2013,Closed with explanation,Yes,No,511377
8/30/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,"TransUnion Intermediate Holdings, Inc.",NV,89074,,,Web,8/30/2013,Closed with non-monetary relief,Yes,No,511378
9/10/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Wells Fargo & Company,VA,23898,Servicemember,,Web,9/11/2013,Closed with explanation,Yes,No,521702
9/10/2013,Consumer Loan,Installment loan,Managing the loan or lease,,,,"CashCall, Inc.",NM,87701,,,Postal mail,9/10/2013,Closed with explanation,Yes,No,521704
9/24/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,TX,79902,,,Web,9/25/2013,Closed with explanation,Yes,No,540829
8/31/2013,Credit card,,APR or interest rate,,,,Citibank,NJ,7054,Older American,,Web,8/31/2013,Closed with non-monetary relief,Yes,No,511462
9/10/2013,Credit card,,APR or interest rate,,,,Citibank,DE,19802,Older American,,Web,9/14/2013,Closed with explanation,Yes,No,521635
8/30/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,SC,29349,,,Web,9/4/2013,Closed with explanation,Yes,No,511387
9/24/2013,Credit card,,Identity theft / Fraud / Embezzlement,,,,U.S. Bancorp,UT,84103,,,Web,9/24/2013,Closed with explanation,Yes,No,540700
8/30/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"Citizens Financial Group, Inc.",IL,61107,,,Referral,9/4/2013,Closed with explanation,Yes,No,509997
9/24/2013,Bank account or service,Savings account,Deposits and withdrawals,,,,Citibank,CA,94538,,,Phone,9/26/2013,Closed with explanation,Yes,No,540703
9/24/2013,Consumer Loan,Personal line of credit,Account terms and changes,,,,Encore Capital Group,CA,94547,,,Phone,9/25/2013,Closed with explanation,Yes,No,541358
9/10/2013,Money transfers,International money transfer,Other transaction issues,,,,The Western Union Company,CA,90651,Older American,,Phone,9/18/2013,Closed with explanation,Yes,No,520877
9/10/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Santander Bank US,MA,1915,,,Referral,9/10/2013,Closed with monetary relief,Yes,Yes,521712
9/10/2013,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,,,Encore Capital Group,GA,30350,,,Web,9/11/2013,Untimely response,No,No,522741
8/31/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,Bank of America,GA,30097,,,Postal mail,9/4/2013,Closed with explanation,Yes,Yes,511654
8/31/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,WA,98056,,,Web,9/4/2013,Closed with explanation,Yes,No,511392
8/31/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,HSBC North America Holdings Inc.,FL,33138,,,Fax,9/3/2013,Closed with explanation,Yes,No,510125
9/10/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,CA,94108,,,Web,9/10/2013,Closed with non-monetary relief,Yes,No,521402
9/10/2013,Bank account or service,Savings account,Deposits and withdrawals,,,,Wells Fargo & Company,CA,90815,,,Postal mail,9/10/2013,Closed with explanation,Yes,No,521719
9/10/2013,Credit reporting,,Incorrect information on credit report,Public record,,,Experian,WV,25401,,,Web,9/14/2013,Closed with explanation,Yes,No,521720
9/24/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,CA,95503,,,Fax,9/25/2013,Closed with explanation,Yes,No,539427
9/10/2013,Bank account or service,Checking account,Using a debit or ATM card,,,,JPMorgan Chase & Co.,CA,91367,,,Web,9/10/2013,Closed with explanation,Yes,Yes,521723
9/10/2013,Credit card,,Late fee,,,,Synchrony Financial,NC,27332,Older American,,Phone,9/10/2013,Closed with monetary relief,Yes,No,521724
8/31/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,OR,97217,,,Web,8/30/2013,Closed with non-monetary relief,Yes,No,510042
8/31/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,NV,89103,Older American,,Postal mail,9/4/2013,Closed with explanation,Yes,Yes,510038
8/31/2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,"Security Credit Services, LLC",FL,33141,,,Web,8/30/2013,Closed with explanation,Yes,Yes,510022
9/10/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,PNC Bank N.A.,NY,13685,Servicemember,,Web,9/11/2013,Closed with explanation,Yes,No,521726
9/10/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,BB&T Financial,FL,34639,,,Referral,9/16/2013,Closed with explanation,Yes,No,521730
9/17/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,OR,97035,,,Postal mail,9/18/2013,Closed with explanation,Yes,Yes,531337
9/17/2013,Credit card,,Credit line increase/decrease,,,,"Citizens Financial Group, Inc.",MA,1020,,,Phone,9/18/2013,Closed with explanation,Yes,No,530888
8/31/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Bank of America,AZ,85375,,,Web,9/4/2013,Closed,Yes,Yes,511395
8/31/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,AES/PHEAA,OK,73034,,,Web,9/4/2013,Closed with monetary relief,Yes,No,511396
9/10/2013,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,EverBank,TX,78727,,,Phone,9/10/2013,Closed with explanation,Yes,No,521280
9/10/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Regions Financial Corporation,LA,70030,,,Referral,9/10/2013,Closed,Yes,No,521872
8/31/2013,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,,Equifax,WA,98512,,,Web,9/4/2013,Closed with non-monetary relief,Yes,Yes,510000
8/31/2013,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,,Experian,WA,98512,,,Web,9/4/2013,Closed with explanation,Yes,Yes,510001
8/31/2013,Credit card,,Transaction issue,,,,Bank of America,WA,98102,,,Web,8/30/2013,Closed with monetary relief,Yes,Yes,511399
9/10/2013,Credit card,,APR or interest rate,,,,Capital One,NC,28365,,,Postal mail,10/23/2013,Closed with monetary relief,Yes,No,521736
9/24/2013,Credit card,,Other,,,,Citibank,TX,78131,,,Web,9/24/2013,Closed with explanation,Yes,Yes,541211
8/31/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",NY,10026,,,Web,9/4/2013,Closed with explanation,Yes,Yes,510068
8/31/2013,Mortgage,Conventional adjustable mortgage (ARM),Credit decision / Underwriting,,,,Bank of America,NV,89123,,,Web,9/4/2013,Closed with non-monetary relief,Yes,Yes,509993
9/24/2013,Consumer Loan,Vehicle loan,Taking out the loan or lease,,,,"Westlake Services, LLC",TX,75070,,,Web,9/25/2013,Closed with explanation,Yes,Yes,540733
8/31/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,PA,19606,,,Web,9/4/2013,Closed with explanation,Yes,No,511401
8/31/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,UT,84096,,,Web,8/30/2013,Closed with non-monetary relief,Yes,No,511402
8/31/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,MD,20772,,,Web,9/4/2013,Closed with explanation,Yes,Yes,511403
9/24/2013,Mortgage,Other mortgage,Credit decision / Underwriting,,,,Bank of America,CA,92506,Older American,,Web,9/25/2013,Closed with explanation,Yes,No,540736
8/31/2013,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,USAA Savings,WA,98383,,,Web,9/4/2013,Closed with explanation,Yes,No,511405
8/31/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,"CCS Financial Services, Inc.",CO,80026,,,Web,9/13/2013,Closed with non-monetary relief,No,No,511406
8/31/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,CA,95843,,,Web,9/4/2013,Closed with explanation,Yes,Yes,511407
9/10/2013,Debt collection,Credit card,Improper contact or sharing of info,Contacted me after I asked not to,,,Capital One,KY,40223,,,Postal mail,9/10/2013,Closed with explanation,Yes,No,520991
9/10/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,NC,27597,,,Phone,9/10/2013,Closed with explanation,Yes,No,521749
9/24/2013,Credit card,,Billing disputes,,,,U.S. Bancorp,CA,94571,Older American,,Phone,9/25/2013,Closed with non-monetary relief,Yes,No,540751
9/24/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,OH,45743,,,Web,10/8/2013,Closed with explanation,Yes,No,540741
8/31/2013,Credit card,,Billing disputes,,,,Wells Fargo & Company,NM,88130,Older American,,Web,9/10/2013,Closed with explanation,Yes,No,511410
8/31/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,PNC Bank N.A.,PA,18324,,,Web,9/4/2013,Closed with explanation,Yes,Yes,511411
8/31/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Contacted me after I asked not to,,,"I.C. System, Inc.",TX,76112,,,Web,9/11/2013,Closed with explanation,Yes,No,511413
8/31/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Contacted me after I asked not to,,,"PayPal Holdings, Inc.",TX,76112,,,Web,9/5/2013,Closed with explanation,Yes,Yes,511414
9/10/2013,Credit reporting,,Improper use of my credit report,Received marketing offer after opted out,,,"TransUnion Intermediate Holdings, Inc.",TX,78232,,,Web,9/14/2013,Closed with explanation,Yes,No,521662
9/10/2013,Bank account or service,Savings account,Deposits and withdrawals,,,,Citibank,VA,20169,"Older American, Servicemember",,Phone,9/10/2013,Closed with explanation,Yes,Yes,521755
9/10/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,GA,30824,,,Web,9/11/2013,Closed with explanation,Yes,Yes,521756
9/24/2013,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,,,"RGS Financial, Inc.",UT,84123,,,Web,9/24/2013,Closed with explanation,Yes,No,540667
9/24/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,WI,54904,,,Web,9/25/2013,Closed with explanation,Yes,No,540746
8/31/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,"SunTrust Banks, Inc.",NC,28214,,,Web,9/3/2013,Closed with monetary relief,Yes,No,511415
8/31/2013,Credit card,,Credit card protection / Debt protection,,,,U.S. Bancorp,PA,18016,,,Web,8/31/2013,Closed with explanation,Yes,Yes,511563
8/31/2013,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,,,Financial Business and Consumer Solutions.,VA,23238,,,Web,8/31/2013,Closed with explanation,Yes,No,509953
